transaction_id,client_id,transaction_date,transaction_amount,transaction_type,merchant_category,is_fraud,city,payment_method
4e914e9c-5f61-4602-b320-185c1505cff8,686a1ee1-4c66-455b-8eec-af4b6d662d47,2024-06-28 08:48:35,14917.6,покупка,транспорт,0,Санкт-Петербург,NFC
072ccaa4-4219-453f-938a-567fd0ae4ee9,1da169d1-c1cf-413b-a7d8-1cc8d1b1f870,2024-07-05 10:59:29,14169.55,покупка,электроника,0,Москва,NFC
c88873e8-8310-48bb-9bb1-130513a8854d,26ac6aae-30d0-490c-9fb0-b80366d4ebb6,2025-01-14 00:42:26,44502.57,покупка,электроника,0,Санкт-Петербург,карта
aca0256b-3a7b-414f-920b-1c85436b99a9,6314239f-90c1-490c-980c-741d0c14425e,2025-02-16 06:03:37,17119.73,снятие,еда,0,Екатеринбург,онлайн-кошелек
506125df-c767-428f-8111-0964b38e3575,a855e654-3274-4baf-88bc-ed6abc53f8bd,2025-03-16 09:05:26,18631.67,перевод,электроника,0,Москва,онлайн-кошелек
400309c6-4993-465e-9f67-33f38b63f84c,ad264f77-311f-46eb-bc89-819e96dae5bc,2024-09-07 18:33:55,20159.66,перевод,одежда,0,Санкт-Петербург,NFC
05d0d1b4-d469-46f1-b36b-bc6cf9177e86,7575d893-b87e-497e-8b20-011fd9bfc55a,2025-03-11 22:38:46,47114.34,покупка,аптека,0,Екатеринбург,NFC
783b003c-5c3d-483d-a7ef-979a8537bb13,0dc5b7f9-5671-4381-b76a-44d760c0c662,2024-10-06 23:48:48,42285.61,пополнение,еда,0,Казань,NFC
668ecdc8-fe4f-48b2-a01a-6b4d3144d0c4,7d39ca31-941c-41b0-9e6b-ad205c2eb950,2025-01-07 14:18:30,11563.7,перевод,электроника,0,Москва,карта
3801995d-b714-41dd-b969-9ff88c9cfe39,7575d893-b87e-497e-8b20-011fd9bfc55a,2024-12-23 20:06:14,4995.34,пополнение,электроника,0,Новосибирск,NFC
1fa48a6b-5c2a-4949-8884-cb35aa36faa0,7db8daeb-1f13-4d7d-9b2f-54c6c1b08cd4,2024-06-21 12:07:15,29560.61,снятие,онлайн-сервисы,0,Москва,онлайн-кошелек
38dd778e-d12f-4392-9b59-095a4bda9267,d3d37b55-fa73-4137-a46e-82335746c44f,2024-11-11 11:01:07,33192.15,пополнение,онлайн-сервисы,0,Екатеринбург,онлайн-кошелек
32c1882f-a714-44f2-b164-2b57cf132e9d,7e29afa9-057f-4044-9782-43d4b63f4270,2024-11-10 21:20:25,45144.85,снятие,транспорт,0,Екатеринбург,NFC
6f1f285b-f075-44f7-890d-f0838545f692,5733022f-3d5a-4586-b324-1c628d1c84c5,2024-06-10 21:13:16,31673.3,пополнение,еда,0,Москва,NFC
fc644e21-9cec-4ed3-8ad9-8b896e885bbf,686a1ee1-4c66-455b-8eec-af4b6d662d47,2024-06-04 03:38:54,19739.46,снятие,одежда,0,Екатеринбург,онлайн-кошелек
bc51e3bd-6f83-4a60-bfbc-62fc84f3ad9d,b7da3ba7-f481-4acc-87d0-19fcc9cbc143,2025-04-12 03:29:33,28268.08,пополнение,еда,0,Новосибирск,NFC
19796a80-bcf3-4d65-bf37-f4b8273e9819,aa0b1673-aa9a-40ea-91f1-2064d1d020a7,2025-01-02 16:11:13,38729.56,снятие,электроника,1,Екатеринбург,онлайн-кошелек
642d9065-f16b-4ae5-96cd-74a36130776d,bd27160b-f9b1-477d-8b30-545f9024ce08,2024-08-01 10:17:56,44662.06,перевод,развлечения,0,Москва,карта
e97bd143-62e6-415e-9e3e-e53f136a6b0a,5733022f-3d5a-4586-b324-1c628d1c84c5,2024-12-23 23:30:23,12498.53,перевод,электроника,0,Казань,онлайн-кошелек
fab5c070-fba4-4e4d-ac19-6041f731099b,8f527db4-03f6-45e1-a2c3-dabb916c95e8,2025-05-14 09:24:52,11462.36,снятие,транспорт,0,Москва,NFC
d219c8c1-acf8-4d68-b627-26697576f960,7db8daeb-1f13-4d7d-9b2f-54c6c1b08cd4,2025-01-07 12:13:34,44725.54,покупка,электроника,0,Санкт-Петербург,NFC
4a083a38-1a57-4078-85f8-7186fed7267b,96affd2c-d2bd-4aca-b27d-ba17e8abf7eb,2025-04-25 11:47:38,7488.46,покупка,еда,0,Екатеринбург,онлайн-кошелек
a967557d-b005-4deb-8b20-28aeccff70c2,eb18ed71-06c5-49a9-93f5-4bf7cb526c3f,2024-11-24 02:26:21,21878.32,снятие,транспорт,0,Новосибирск,карта
a9570ebe-9fa6-48b6-9dbf-062554764202,3fc0cba7-976d-4d3e-898f-3e13e58a9a4e,2025-05-03 12:16:19,49432.88,покупка,развлечения,0,Новосибирск,онлайн-кошелек
b486c01b-d019-41c7-8748-6e68c164f450,865e5f41-7eed-42bb-b742-63047dc2f6d1,2024-06-24 08:59:03,48598.95,покупка,онлайн-сервисы,0,Санкт-Петербург,NFC
4aa25e49-77b7-4eea-8067-bf5253be50a3,4e52aeef-8ddf-484c-855d-434af863f785,2024-08-03 22:56:31,43562.42,пополнение,электроника,0,Екатеринбург,карта
6bbbf2fc-edc7-4615-9a23-ef025feaec05,3fc0cba7-976d-4d3e-898f-3e13e58a9a4e,2024-06-21 14:40:16,36359.64,снятие,транспорт,0,Новосибирск,онлайн-кошелек
22d13c5b-b84f-43f7-a0b6-df0b56911bd3,28770bb8-c554-46bc-a4ce-747952a74a5c,2025-04-04 05:54:40,17110.01,покупка,развлечения,0,Екатеринбург,карта
48801cdc-bfe3-4f1f-9bda-d0cebaba76bc,7575d893-b87e-497e-8b20-011fd9bfc55a,2025-02-20 14:19:21,31439.78,перевод,электроника,0,Екатеринбург,онлайн-кошелек
620c4e3e-76fa-4137-bcb6-a1438a76a381,eb18ed71-06c5-49a9-93f5-4bf7cb526c3f,2024-07-18 00:24:47,22710.45,снятие,электроника,0,Санкт-Петербург,карта
9d53ff15-2eb2-4454-b762-01c3469f4a6d,c64da663-bce9-490a-8265-6bf7debc5e2a,2024-10-04 05:11:50,39459.51,снятие,развлечения,0,Екатеринбург,NFC
d6506d4f-e119-4987-8272-331bc9956ef5,b24e58da-cedb-4c07-935b-a41a3f3778d0,2024-10-28 13:55:32,36332.31,пополнение,онлайн-сервисы,0,Екатеринбург,NFC
ceaa250c-859b-4350-9d7b-ed10fd3c99ec,b67a38af-f4ba-428e-9f2b-edab0175ec5f,2024-10-21 20:32:44,20496.96,покупка,электроника,0,Санкт-Петербург,онлайн-кошелек
dd603d74-ca54-48b5-b5e8-f911e5650bf1,53b90bee-5f36-43b3-b8d6-0cd618d94358,2024-10-16 08:17:40,15917.55,пополнение,электроника,0,Санкт-Петербург,карта
b9f31045-226f-441d-8e58-5052cf434aab,9fd6e740-1ed3-458c-b343-e03cb1c0b7e7,2025-03-13 13:50:45,43357.57,снятие,электроника,0,Новосибирск,карта
08a854dc-b6e0-4b69-a189-49858ce2e107,35bb10b4-b59c-4ead-94cf-9816b858b584,2025-01-04 16:01:49,3430.66,снятие,развлечения,0,Санкт-Петербург,карта
a19fbb71-d4c1-4cbb-91ac-c31841254a4b,4d507799-8505-4305-8c6b-d2de425e2e43,2024-05-25 07:19:04,21513.4,пополнение,транспорт,0,Санкт-Петербург,NFC
dfbfffa2-918a-46f4-9291-9cf716ce28a1,5a3e28db-8240-4dfb-9f34-307e051a58d7,2024-11-19 08:59:36,35125.84,покупка,одежда,0,Екатеринбург,карта
c69a0560-1907-46b9-9e7c-f888414f5127,6502f392-dbb2-48e1-b5aa-38884253d8b1,2024-09-08 12:11:01,46684.35,снятие,аптека,0,Москва,карта
664f2246-7869-4311-8d13-bad4a976593d,9fd6e740-1ed3-458c-b343-e03cb1c0b7e7,2024-06-05 03:11:38,10615.13,перевод,одежда,0,Екатеринбург,NFC
18527e78-aa5b-439c-97a9-2e621bc29392,eb41e30c-1b64-4894-98d0-c7231680f892,2024-11-24 18:39:49,16249.64,перевод,еда,0,Москва,NFC
37cae09a-471b-4219-9ab5-bfbf4af363ec,ada2d954-96fb-419e-8cb4-36ae10b7b979,2024-11-17 11:57:13,12036.4,перевод,транспорт,0,Москва,NFC
e59a83cb-966e-4bb9-bb4d-69dc8e052241,c76922e2-2d4e-48c5-a5ed-5e8218e63bb7,2025-05-03 14:50:28,6289.69,перевод,одежда,0,Санкт-Петербург,онлайн-кошелек
26420dfb-ed57-4ba5-923e-9d1513bce223,982edfc3-8762-48ad-be6c-59b56bd03903,2024-07-01 13:01:58,21463.52,снятие,аптека,0,Санкт-Петербург,карта
faa486c2-1094-48a3-9eb3-585e611775b5,9cd0f7a8-6f1a-484e-a56c-c0c199b46583,2025-04-19 09:01:52,10753.88,перевод,транспорт,0,Москва,карта
22a2431e-a0cb-453e-ab84-bb0a3e7753dd,9fd6e740-1ed3-458c-b343-e03cb1c0b7e7,2024-11-24 15:13:56,11954.78,пополнение,транспорт,0,Новосибирск,онлайн-кошелек
7b19c43c-2929-46a6-b76a-020f472b565b,686a1ee1-4c66-455b-8eec-af4b6d662d47,2024-08-14 18:20:15,1309.13,перевод,электроника,0,Москва,NFC
29faa3e3-1302-41c7-8e9f-651a88ef0c13,439b5392-3935-434e-a672-3835179978e9,2024-08-25 01:37:18,20273.29,покупка,развлечения,0,Новосибирск,карта
c14f9020-77f8-4368-8625-1c628f99cba0,9e9c39e4-0490-4879-86f8-8e323a69972e,2025-02-16 15:24:18,30689.06,покупка,онлайн-сервисы,0,Москва,онлайн-кошелек
b8e482ff-59ce-4273-996d-37d4d78a2051,2361038c-4d06-4f82-9823-f98cde9a3ebb,2024-10-29 08:04:29,46836.58,перевод,онлайн-сервисы,0,Новосибирск,онлайн-кошелек
6d608b9b-1e68-46d8-8eeb-82c3c7cc144a,7e29afa9-057f-4044-9782-43d4b63f4270,2024-08-01 21:44:26,24222.47,перевод,онлайн-сервисы,0,Санкт-Петербург,онлайн-кошелек
2c715353-6977-421f-9f74-3b5ddcc868bc,53b90bee-5f36-43b3-b8d6-0cd618d94358,2024-08-23 16:20:24,42368.59,пополнение,электроника,0,Новосибирск,NFC
84791779-c380-4ded-9e48-b1f80dc5636b,28770bb8-c554-46bc-a4ce-747952a74a5c,2024-11-24 17:22:08,2289.05,снятие,онлайн-сервисы,0,Москва,NFC
2ade0b1d-1210-480f-a92c-ced7af16a811,457f4168-f6f1-48ec-bdc2-b2b42ebe4b0c,2025-04-17 03:26:18,26537.32,покупка,электроника,0,Екатеринбург,онлайн-кошелек
8e8f07ca-9854-4d39-b6c7-b0076037595d,dc3cd009-d3e5-401e-928f-024739411bdb,2025-03-17 16:00:56,26911.61,перевод,электроника,0,Новосибирск,NFC
e5055907-f9f1-4c8e-b389-5dbf477b86b4,439b5392-3935-434e-a672-3835179978e9,2024-10-14 21:37:05,15773.3,перевод,еда,0,Санкт-Петербург,карта
38365618-3fc5-4b53-bc12-4274e47a7c8e,0604b3d9-f965-4b4b-9a58-bb4bdcca6340,2024-11-01 20:43:25,3520.56,снятие,электроника,0,Казань,онлайн-кошелек
4e67ae0f-cee7-470c-a856-fcf031f3e29f,9cd0f7a8-6f1a-484e-a56c-c0c199b46583,2024-08-03 07:25:04,47458.33,перевод,еда,0,Казань,NFC
690665d8-e12a-4a5f-ac07-b08947276ee5,0604b3d9-f965-4b4b-9a58-bb4bdcca6340,2024-09-28 04:19:03,11031.52,пополнение,электроника,0,Санкт-Петербург,NFC
28b7874a-0c08-4b19-a385-74276abb4425,90d1a79e-65d8-4be6-951b-dff38b4ff026,2024-12-24 04:18:16,43181.9,пополнение,аптека,0,Санкт-Петербург,карта
d8ed27eb-9258-42f9-83cd-f87522753288,7408529c-9d26-4f6f-8944-c5ca10f0a21a,2025-05-03 20:51:13,7026.07,перевод,аптека,0,Санкт-Петербург,NFC
4dbcf0df-d475-402e-b18c-0a8d8dca85a2,e156752b-56e6-4449-a984-b52b50104b0a,2025-01-03 17:41:59,1496.25,пополнение,аптека,0,Новосибирск,NFC
1caaa204-8e0b-4f66-a4f1-ba71f9376331,6bf6211e-dc19-470e-8cb1-44965378cad3,2024-12-01 04:24:41,45757.86,снятие,электроника,0,Новосибирск,NFC
8b46ba17-a896-4e7b-aeb0-89b034dad73b,9e9ed0d2-7824-4cf2-941e-f725ec70de1d,2024-09-24 04:28:02,40693.54,покупка,аптека,0,Новосибирск,онлайн-кошелек
e376e1ca-2680-494c-bb0d-e4996939441d,93a2e413-e921-4f68-97c7-8baaf3753a3b,2024-09-12 22:14:18,10364.46,покупка,еда,0,Новосибирск,онлайн-кошелек
51700d89-b861-4a67-ac72-23778942c587,77c20f2d-6184-417b-9b0a-99aeec60648c,2024-10-29 23:27:29,6414.62,покупка,транспорт,0,Казань,онлайн-кошелек
dba5d091-82b1-465c-b60c-ed2a74660194,0dc5b7f9-5671-4381-b76a-44d760c0c662,2024-08-15 02:32:40,31905.73,пополнение,транспорт,0,Казань,NFC
992167a6-fc83-4752-9fff-ff0d4dd25db5,64caa619-ff98-4084-a589-fafbae04de1c,2025-03-04 16:32:48,21225.31,снятие,транспорт,0,Москва,NFC
7cdcc80b-bf8a-42a6-8c97-570216d9fd00,35bb10b4-b59c-4ead-94cf-9816b858b584,2024-06-26 09:22:49,46895.09,пополнение,транспорт,0,Екатеринбург,NFC
421f2a9e-156a-4c0b-8e24-082dba168dd5,fff4621b-9335-4a43-9908-7cd9cc6d4236,2024-10-10 15:10:54,1843.6,снятие,онлайн-сервисы,0,Санкт-Петербург,NFC
ceb3a361-53fc-4d63-818a-7329f8e1a5d6,982edfc3-8762-48ad-be6c-59b56bd03903,2024-06-16 15:10:59,31338.91,пополнение,еда,0,Новосибирск,NFC
c626d57f-a55e-4880-b9db-1022f0f85eb3,d3d37b55-fa73-4137-a46e-82335746c44f,2025-04-02 15:44:41,7651.42,перевод,транспорт,0,Санкт-Петербург,онлайн-кошелек
ae19e9e8-7b61-4e10-9dd7-d313f1ba29b7,353af7f8-8fdd-47fd-aa66-86c54335aa0f,2025-01-27 11:10:08,42238.05,покупка,аптека,0,Новосибирск,карта
3901cd2a-7f80-41ad-b07b-8cfee5452e93,9e9c39e4-0490-4879-86f8-8e323a69972e,2024-07-13 01:33:08,43032.02,покупка,одежда,0,Санкт-Петербург,NFC
7381ff6f-aa24-4971-a3da-ae0e08dfe4c7,3be17eac-d496-442a-90ce-3a43548d1ef6,2025-02-14 16:07:14,28350.01,перевод,транспорт,0,Москва,карта
1c2ae023-d974-461a-8488-393d8adeeca5,4e76f2a9-1f8d-4d12-9f62-9d34daa39a95,2024-06-01 23:20:14,22049.87,покупка,электроника,0,Казань,карта
2e520a8e-db2d-407b-a723-fb20e8f635e8,28cfb131-8f35-4f61-b9f1-1731206bd243,2024-10-17 22:31:46,44018.83,покупка,одежда,0,Москва,NFC
2137037f-1af5-49c4-8bb3-5d29bcd73a43,b66c9b33-1e35-4393-b62c-626e47ba2345,2025-04-29 21:59:44,31349.7,покупка,развлечения,0,Казань,онлайн-кошелек
9cbef5cb-edb8-46c7-a1d8-b95d3f36d2f5,bb76bf28-5e73-4152-b134-a9d47170fe55,2024-07-19 23:45:25,14901.76,снятие,одежда,0,Москва,онлайн-кошелек
78d00b53-0679-40dc-b2e9-d7361600b876,b7da3ba7-f481-4acc-87d0-19fcc9cbc143,2025-05-09 07:22:57,37856.54,перевод,электроника,0,Москва,онлайн-кошелек
c87296f2-86f9-4fbc-96c6-6827fd574c55,7e29afa9-057f-4044-9782-43d4b63f4270,2025-02-26 19:41:19,48887.34,покупка,одежда,0,Казань,NFC
ac60b28d-bbc0-40d7-856b-ad8504fa0b1c,8f527db4-03f6-45e1-a2c3-dabb916c95e8,2025-02-28 15:54:56,5624.54,покупка,одежда,0,Москва,онлайн-кошелек
18526d65-837c-4d50-8935-27df6f538f44,28cfb131-8f35-4f61-b9f1-1731206bd243,2025-05-06 18:52:58,40827.72,перевод,транспорт,0,Казань,онлайн-кошелек
a1e09965-bef4-4ca4-b391-115813e06d1d,90d1a79e-65d8-4be6-951b-dff38b4ff026,2024-12-11 07:55:57,3965.71,снятие,аптека,0,Новосибирск,карта
